Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
26.0,Self Enquiry,1.0,27.0,Small Business,Male,2.0,3.0,Basic,3.0,Married,2.0,0.0,5.0,1.0,1.0,Executive,17377.0,0
36.0,Self Enquiry,1.0,13.0,Salaried,Male,4.0,4.0,Basic,3.0,Divorced,2.0,1.0,3.0,1.0,2.0,Executive,22184.0,0
32.0,Self Enquiry,1.0,16.0,Salaried,Male,3.0,5.0,Basic,4.0,Unmarried,2.0,1.0,3.0,1.0,1.0,Executive,21335.0,0
36.0,Self Enquiry,3.0,6.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Unmarried,7.0,0.0,1.0,1.0,1.0,Manager,21815.0,0
22.0,Company Invited,1.0,9.0,Salaried,Male,2.0,4.0,Basic,3.0,Divorced,1.0,1.0,3.0,0.0,0.0,Executive,17853.0,1
53.0,Self Enquiry,1.0,11.0,Salaried,Female,2.0,3.0,King,3.0,Married,5.0,0.0,5.0,0.0,1.0,VP,34094.0,0
32.0,Company Invited,1.0,22.0,Small Business,Male,4.0,4.0,Basic,3.0,Divorced,3.0,0.0,4.0,1.0,3.0,Executive,21288.0,0
41.0,Self Enquiry,1.0,20.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,5.0,0.0,4.0,1.0,1.0,Executive,17451.0,0
35.0,Self Enquiry,1.0,7.0,Small Business,Male,4.0,4.0,Deluxe,4.0,Married,3.0,0.0,5.0,1.0,3.0,Manager,23003.0,1
46.0,Self Enquiry,1.0,12.0,Small Business,Fe Male,3.0,6.0,Deluxe,5.0,Unmarried,3.0,1.0,3.0,1.0,1.0,Manager,24447.0,0
38.0,Self Enquiry,1.0,31.0,Salaried,Female,2.0,4.0,Standard,4.0,Married,4.0,0.0,3.0,0.0,1.0,Senior Manager,27061.0,1
22.0,Company Invited,3.0,16.0,Small Business,Male,3.0,4.0,Basic,3.0,Unmarried,3.0,0.0,4.0,1.0,1.0,Executive,21288.0,0
51.0,Self Enquiry,1.0,9.0,Large Business,Female,2.0,3.0,Standard,3.0,Married,3.0,0.0,4.0,1.0,1.0,Senior Manager,28116.0,0
51.0,Self Enquiry,1.0,7.0,Small Business,Male,3.0,5.0,Basic,3.0,Married,4.0,0.0,3.0,1.0,1.0,Executive,22368.0,1
41.0,Company Invited,1.0,28.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Married,4.0,1.0,5.0,0.0,0.0,Manager,20467.0,0
25.0,Self Enquiry,3.0,10.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,2.0,0.0,4.0,0.0,1.0,Manager,23677.0,0
43.0,Company Invited,1.0,33.0,Small Business,Female,3.0,4.0,Standard,5.0,Married,5.0,1.0,3.0,0.0,1.0,Senior Manager,31869.0,0
30.0,Self Enquiry,1.0,28.0,Salaried,Female,2.0,3.0,Basic,3.0,Married,5.0,1.0,1.0,0.0,0.0,Executive,17132.0,0
37.0,Self Enquiry,1.0,20.0,Salaried,Female,3.0,3.0,Basic,5.0,Married,2.0,0.0,4.0,1.0,1.0,Executive,18034.0,0
59.0,Self Enquiry,3.0,9.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Single,6.0,0.0,3.0,0.0,0.0,Manager,20171.0,0
43.0,Self Enquiry,3.0,31.0,Small Business,Male,3.0,4.0,Standard,3.0,Married,6.0,0.0,4.0,1.0,1.0,Senior Manager,25798.0,0
38.0,Self Enquiry,1.0,14.0,Small Business,Male,4.0,4.0,Deluxe,5.0,Married,7.0,1.0,3.0,0.0,1.0,Manager,22962.0,0
33.0,Company Invited,1.0,7.0,Salaried,Female,4.0,5.0,Basic,4.0,Married,8.0,0.0,3.0,0.0,3.0,Executive,21010.0,0
36.0,Self Enquiry,3.0,7.0,Small Business,Male,3.0,5.0,Deluxe,5.0,Unmarried,2.0,0.0,2.0,0.0,2.0,Manager,22990.0,0
43.0,Self Enquiry,3.0,7.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Divorced,3.0,0.0,3.0,1.0,1.0,Manager,23585.0,0
44.0,Self Enquiry,3.0,32.0,Small Business,Male,4.0,5.0,Standard,3.0,Married,7.0,0.0,4.0,1.0,2.0,Senior Manager,29476.0,1
36.0,Company Invited,1.0,9.0,Small Business,Male,1.0,3.0,Basic,4.0,Single,5.0,0.0,4.0,1.0,0.0,Executive,17088.0,0
50.0,Company Invited,1.0,15.0,Salaried,Male,4.0,5.0,Deluxe,4.0,Divorced,3.0,0.0,3.0,1.0,3.0,Manager,23808.0,0
45.0,Self Enquiry,3.0,19.0,Small Business,Male,2.0,1.0,Super Deluxe,3.0,Single,7.0,1.0,3.0,1.0,0.0,AVP,33824.0,0
36.0,Self Enquiry,1.0,7.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Divorced,2.0,0.0,1.0,1.0,2.0,Manager,24041.0,0
29.0,Self Enquiry,3.0,16.0,Salaried,Male,4.0,4.0,Deluxe,3.0,Unmarried,3.0,0.0,3.0,1.0,1.0,Manager,23931.0,0
27.0,Company Invited,3.0,26.0,Salaried,Fe Male,2.0,3.0,Deluxe,3.0,Unmarried,2.0,0.0,1.0,1.0,1.0,Manager,24981.0,1
30.0,Company Invited,1.0,9.0,Small Business,Female,3.0,3.0,Basic,3.0,Married,2.0,0.0,3.0,1.0,1.0,Executive,17083.0,0
44.0,Self Enquiry,1.0,14.0,Salaried,Female,3.0,4.0,Standard,5.0,Married,2.0,0.0,5.0,1.0,1.0,Senior Manager,28663.0,1
38.0,Company Invited,1.0,17.0,Small Business,Male,4.0,4.0,Standard,3.0,Married,8.0,0.0,3.0,0.0,3.0,Senior Manager,28726.0,0
46.0,Self Enquiry,1.0,14.0,Small Business,Female,3.0,4.0,Basic,3.0,Divorced,6.0,1.0,3.0,1.0,1.0,Executive,23155.0,0
32.0,Self Enquiry,1.0,6.0,Salaried,Male,3.0,3.0,Deluxe,4.0,Married,2.0,0.0,3.0,1.0,0.0,Manager,21220.0,1
37.0,Self Enquiry,1.0,16.0,Salaried,Female,2.0,3.0,Basic,5.0,Married,1.0,1.0,3.0,1.0,0.0,Executive,17782.0,0
36.0,Self Enquiry,1.0,28.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,3.0,1.0,3.0,0.0,1.0,Manager,22692.0,1
31.0,Company Invited,1.0,26.0,Salaried,Male,3.0,3.0,Standard,3.0,Married,4.0,0.0,3.0,1.0,0.0,Senior Manager,24824.0,1
54.0,Self Enquiry,3.0,9.0,Small Business,Male,3.0,4.0,Super Deluxe,3.0,Married,8.0,0.0,3.0,1.0,1.0,AVP,33530.0,0
58.0,Self Enquiry,1.0,8.0,Large Business,Female,3.0,4.0,Standard,3.0,Married,1.0,0.0,5.0,0.0,0.0,Senior Manager,17372.0,0
34.0,Self Enquiry,3.0,12.0,Small Business,Female,3.0,4.0,Basic,3.0,Unmarried,3.0,1.0,2.0,1.0,1.0,Executive,21529.0,0
38.0,Self Enquiry,3.0,16.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Married,2.0,0.0,4.0,0.0,2.0,Manager,20343.0,0
48.0,Self Enquiry,1.0,6.0,Salaried,Male,3.0,4.0,Standard,3.0,Single,1.0,1.0,5.0,0.0,0.0,Senior Manager,20381.0,1
25.0,Company Invited,1.0,14.0,Salaried,Female,3.0,4.0,Basic,3.0,Married,3.0,1.0,4.0,0.0,1.0,Executive,21564.0,0
32.0,Company Invited,3.0,9.0,Salaried,Female,3.0,5.0,Basic,3.0,Unmarried,2.0,0.0,5.0,0.0,2.0,Executive,21463.0,0
35.0,Company Invited,3.0,9.0,Small Business,Female,4.0,4.0,Basic,3.0,Married,8.0,0.0,5.0,0.0,1.0,Executive,20909.0,0
35.0,Company Invited,1.0,29.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Married,3.0,1.0,1.0,1.0,1.0,Manager,24425.0,1
25.0,Self Enquiry,1.0,24.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,3.0,0.0,3.0,1.0,2.0,Manager,23055.0,0
35.0,Self Enquiry,3.0,22.0,Small Business,Male,3.0,3.0,Standard,4.0,Divorced,1.0,0.0,2.0,1.0,2.0,Senior Manager,23020.0,0
36.0,Self Enquiry,3.0,11.0,Large Business,Male,3.0,4.0,Standard,5.0,Unmarried,2.0,1.0,4.0,1.0,2.0,Senior Manager,28260.0,0
40.0,Self Enquiry,3.0,32.0,Small Business,Male,3.0,3.0,Deluxe,5.0,Divorced,2.0,0.0,2.0,1.0,1.0,Manager,23396.0,0
40.0,Self Enquiry,3.0,31.0,Small Business,Female,3.0,5.0,Super Deluxe,3.0,Married,2.0,0.0,1.0,1.0,2.0,AVP,30709.0,0
32.0,Self Enquiry,1.0,11.0,Salaried,Male,3.0,2.0,Basic,4.0,Married,1.0,1.0,2.0,1.0,0.0,Executive,18298.0,1
52.0,Self Enquiry,3.0,9.0,Small Business,Male,2.0,4.0,Super Deluxe,5.0,Divorced,2.0,0.0,5.0,1.0,0.0,AVP,31856.0,0
24.0,Self Enquiry,1.0,19.0,Salaried,Male,4.0,4.0,Basic,3.0,Unmarried,3.0,0.0,5.0,1.0,1.0,Executive,21325.0,0
31.0,Self Enquiry,1.0,31.0,Salaried,Male,4.0,4.0,Basic,3.0,Married,3.0,0.0,2.0,0.0,2.0,Executive,21371.0,0
46.0,Company Invited,1.0,11.0,Salaried,Male,3.0,4.0,Deluxe,4.0,Married,3.0,0.0,4.0,1.0,1.0,Manager,23125.0,1
40.0,Self Enquiry,1.0,16.0,Salaried,Female,2.0,1.0,Basic,3.0,Married,4.0,1.0,3.0,0.0,1.0,Executive,17213.0,0
45.0,Company Invited,1.0,13.0,Salaried,Male,3.0,3.0,Standard,5.0,Married,2.0,0.0,1.0,1.0,0.0,Senior Manager,20210.0,0
34.0,Self Enquiry,1.0,12.0,Salaried,Female,4.0,5.0,Basic,3.0,Divorced,3.0,0.0,2.0,0.0,3.0,Executive,21589.0,0
34.0,Self Enquiry,1.0,13.0,Small Business,Male,2.0,3.0,Basic,3.0,Single,2.0,0.0,1.0,0.0,1.0,Executive,17972.0,0
32.0,Self Enquiry,1.0,30.0,Small Business,Male,4.0,5.0,Deluxe,3.0,Divorced,2.0,0.0,3.0,1.0,2.0,Manager,24260.0,0
38.0,Company Invited,2.0,16.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Married,4.0,0.0,3.0,0.0,2.0,Manager,21077.0,0
33.0,Company Invited,1.0,12.0,Salaried,Male,1.0,3.0,Deluxe,3.0,Married,4.0,0.0,5.0,1.0,0.0,Manager,22725.0,1
37.0,Company Invited,1.0,15.0,Small Business,Male,2.0,3.0,Basic,3.0,Married,2.0,1.0,1.0,0.0,1.0,Executive,17326.0,0
26.0,Self Enquiry,3.0,25.0,Salaried,Male,4.0,2.0,Deluxe,3.0,Divorced,4.0,0.0,1.0,0.0,1.0,Manager,24910.0,0
24.0,Company Invited,1.0,15.0,Salaried,Male,2.0,4.0,Basic,4.0,Married,2.0,0.0,5.0,1.0,0.0,Executive,17694.0,1
39.0,Company Invited,1.0,30.0,Salaried,Male,3.0,5.0,Standard,3.0,Unmarried,2.0,0.0,3.0,0.0,1.0,Senior Manager,28204.0,1
27.0,Company Invited,1.0,9.0,Salaried,Male,3.0,4.0,Basic,5.0,Divorced,8.0,1.0,5.0,1.0,1.0,Executive,20720.0,0
28.0,Self Enquiry,1.0,15.0,Small Business,Female,3.0,2.0,Basic,3.0,Married,2.0,0.0,4.0,0.0,1.0,Executive,22195.0,0
36.0,Self Enquiry,1.0,7.0,Salaried,Female,4.0,6.0,Basic,3.0,Married,3.0,0.0,3.0,0.0,2.0,Executive,21655.0,0
55.0,Self Enquiry,1.0,14.0,Small Business,Female,4.0,4.0,Deluxe,3.0,Married,6.0,0.0,3.0,1.0,2.0,Manager,25532.0,0
30.0,Self Enquiry,1.0,8.0,Salaried,Female,2.0,5.0,Deluxe,3.0,Single,3.0,0.0,1.0,1.0,0.0,Manager,21091.0,0
50.0,Self Enquiry,1.0,30.0,Salaried,Male,3.0,3.0,Super Deluxe,3.0,Married,4.0,1.0,4.0,1.0,2.0,AVP,28973.0,0
41.0,Company Invited,1.0,16.0,Small Business,Male,3.0,4.0,Basic,4.0,Married,2.0,1.0,4.0,0.0,1.0,Executive,22295.0,0
20.0,Self Enquiry,3.0,27.0,Small Business,Male,2.0,1.0,Basic,3.0,Single,2.0,0.0,3.0,1.0,1.0,Executive,17678.0,1
46.0,Company Invited,1.0,6.0,Small Business,Male,2.0,4.0,Standard,5.0,Divorced,3.0,1.0,2.0,1.0,1.0,Senior Manager,25673.0,0
42.0,Self Enquiry,3.0,10.0,Salaried,Male,3.0,5.0,Deluxe,4.0,Married,4.0,0.0,3.0,0.0,2.0,Manager,27616.0,0
37.0,Company Invited,1.0,6.0,Small Business,Female,3.0,3.0,Standard,3.0,Married,3.0,1.0,3.0,0.0,0.0,Senior Manager,28603.0,0
48.0,Company Invited,3.0,11.0,Small Business,Male,4.0,4.0,Deluxe,3.0,Unmarried,5.0,0.0,4.0,0.0,3.0,Manager,21654.0,0
50.0,Self Enquiry,1.0,10.0,Salaried,Male,3.0,3.0,King,4.0,Married,4.0,0.0,5.0,0.0,1.0,VP,34144.0,1
40.0,Company Invited,1.0,16.0,Salaried,Male,4.0,4.0,Deluxe,4.0,Unmarried,2.0,0.0,1.0,1.0,1.0,Manager,25460.0,0
33.0,Company Invited,1.0,6.0,Salaried,Fe Male,3.0,3.0,Standard,3.0,Unmarried,2.0,1.0,1.0,1.0,0.0,Senior Manager,28458.0,0
23.0,Self Enquiry,1.0,12.0,Salaried,Male,3.0,1.0,Basic,5.0,Divorced,2.0,1.0,3.0,1.0,2.0,Executive,16601.0,0
40.0,Self Enquiry,1.0,6.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Married,5.0,0.0,3.0,0.0,1.0,Manager,21513.0,0
57.0,Self Enquiry,1.0,21.0,Salaried,Female,4.0,4.0,Basic,4.0,Divorced,2.0,1.0,5.0,1.0,2.0,Executive,23641.0,1
31.0,Self Enquiry,2.0,16.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Married,2.0,1.0,3.0,1.0,2.0,Manager,25025.0,0
44.0,Company Invited,1.0,17.0,Salaried,Female,3.0,4.0,Basic,3.0,Single,2.0,0.0,5.0,0.0,2.0,Executive,21133.0,0
50.0,Self Enquiry,3.0,18.0,Small Business,Female,3.0,4.0,Standard,3.0,Married,3.0,0.0,4.0,0.0,1.0,Senior Manager,26332.0,0
32.0,Self Enquiry,1.0,8.0,Small Business,Female,3.0,1.0,Deluxe,3.0,Single,1.0,0.0,3.0,0.0,0.0,Manager,20055.0,0
46.0,Self Enquiry,1.0,35.0,Large Business,Male,4.0,4.0,Basic,3.0,Married,6.0,0.0,3.0,1.0,3.0,Executive,20810.0,1
55.0,Self Enquiry,1.0,6.0,Small Business,Male,2.0,1.0,Super Deluxe,3.0,Married,3.0,0.0,5.0,1.0,0.0,AVP,29732.0,1
32.0,Self Enquiry,1.0,6.0,Salaried,Male,3.0,3.0,Deluxe,4.0,Divorced,2.0,0.0,3.0,0.0,0.0,Manager,21220.0,1
60.0,Self Enquiry,1.0,10.0,Salaried,Male,4.0,5.0,Basic,3.0,Divorced,5.0,0.0,3.0,0.0,2.0,Executive,20855.0,1
39.0,Self Enquiry,1.0,6.0,Small Business,Male,2.0,1.0,Standard,3.0,Married,1.0,0.0,3.0,1.0,0.0,Senior Manager,24613.0,1
28.0,Self Enquiry,1.0,6.0,Salaried,Female,3.0,5.0,Basic,4.0,Single,1.0,1.0,2.0,1.0,0.0,Executive,17216.0,1
39.0,Self Enquiry,1.0,7.0,Salaried,Fe Male,3.0,3.0,Deluxe,3.0,Unmarried,2.0,0.0,2.0,1.0,2.0,Manager,26303.0,0
53.0,Company Invited,3.0,8.0,Small Business,Female,2.0,4.0,Standard,4.0,Divorced,3.0,0.0,2.0,0.0,1.0,Senior Manager,22525.0,0
31.0,Self Enquiry,3.0,13.0,Salaried,Male,2.0,4.0,Basic,3.0,Married,4.0,0.0,4.0,1.0,1.0,Executive,17329.0,0
26.0,Company Invited,1.0,11.0,Small Business,Female,2.0,4.0,Basic,3.0,Divorced,2.0,1.0,2.0,0.0,1.0,Executive,17366.0,0
44.0,Self Enquiry,3.0,15.0,Salaried,Male,3.0,4.0,Basic,5.0,Married,4.0,0.0,1.0,1.0,2.0,Executive,34190.0,0
31.0,Company Invited,1.0,12.0,Salaried,Male,4.0,5.0,Basic,3.0,Married,2.0,0.0,5.0,0.0,1.0,Executive,22439.0,0
32.0,Company Invited,3.0,14.0,Small Business,Female,4.0,4.0,Standard,5.0,Married,4.0,0.0,1.0,1.0,3.0,Senior Manager,28315.0,0
33.0,Self Enquiry,1.0,34.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Married,2.0,1.0,1.0,1.0,0.0,Manager,20207.0,0
52.0,Self Enquiry,3.0,21.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,6.0,0.0,3.0,1.0,1.0,Manager,23614.0,0
27.0,Company Invited,1.0,12.0,Small Business,Female,3.0,5.0,Basic,3.0,Married,3.0,1.0,1.0,0.0,2.0,Executive,21044.0,0
46.0,Self Enquiry,2.0,31.0,Small Business,Male,3.0,4.0,Basic,4.0,Single,3.0,0.0,4.0,0.0,2.0,Executive,20855.0,0
42.0,Self Enquiry,3.0,10.0,Small Business,Male,2.0,3.0,Deluxe,5.0,Single,1.0,0.0,5.0,1.0,0.0,Manager,20155.0,1
52.0,Company Invited,1.0,15.0,Salaried,Male,3.0,6.0,Standard,3.0,Single,4.0,0.0,2.0,0.0,2.0,Senior Manager,29328.0,0
29.0,Self Enquiry,3.0,29.0,Salaried,Female,2.0,4.0,Standard,5.0,Divorced,2.0,0.0,3.0,0.0,0.0,Senior Manager,22336.0,0
35.0,Company Invited,3.0,24.0,Salaried,Male,3.0,3.0,Standard,5.0,Divorced,2.0,0.0,4.0,1.0,0.0,Senior Manager,24069.0,0
57.0,Company Invited,3.0,13.0,Salaried,Female,3.0,3.0,Super Deluxe,5.0,Divorced,2.0,0.0,3.0,1.0,1.0,AVP,31890.0,0
34.0,Self Enquiry,1.0,6.0,Salaried,Female,2.0,4.0,Basic,4.0,Divorced,6.0,0.0,1.0,1.0,1.0,Executive,18294.0,0
31.0,Company Invited,3.0,8.0,Salaried,Male,2.0,3.0,Deluxe,5.0,Single,1.0,0.0,1.0,0.0,0.0,Manager,20332.0,0
23.0,Company Invited,3.0,7.0,Salaried,Female,2.0,3.0,Basic,4.0,Single,2.0,1.0,5.0,1.0,1.0,Executive,16223.0,0
51.0,Self Enquiry,1.0,31.0,Salaried,Male,4.0,4.0,Super Deluxe,3.0,Divorced,5.0,1.0,4.0,0.0,1.0,AVP,32651.0,0
33.0,Self Enquiry,1.0,14.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Unmarried,3.0,1.0,3.0,0.0,2.0,Manager,21388.0,1
40.0,Self Enquiry,1.0,7.0,Salaried,Female,4.0,5.0,Super Deluxe,3.0,Married,3.0,0.0,3.0,1.0,1.0,AVP,31420.0,0
35.0,Self Enquiry,3.0,24.0,Small Business,Male,3.0,3.0,Deluxe,5.0,Married,1.0,0.0,3.0,0.0,0.0,Manager,17144.0,0
34.0,Self Enquiry,1.0,14.0,Salaried,Female,2.0,3.0,Deluxe,5.0,Married,4.0,0.0,5.0,1.0,0.0,Manager,20121.0,0
36.0,Company Invited,1.0,15.0,Salaried,Male,3.0,1.0,Basic,4.0,Married,2.0,0.0,5.0,1.0,0.0,Executive,17810.0,0
33.0,Self Enquiry,3.0,15.0,Small Business,Female,3.0,3.0,Deluxe,5.0,Unmarried,1.0,1.0,3.0,0.0,1.0,Manager,23224.0,0
34.0,Self Enquiry,1.0,7.0,Salaried,Male,4.0,5.0,Basic,5.0,Unmarried,5.0,1.0,4.0,1.0,2.0,Executive,21477.0,0
36.0,Company Invited,3.0,14.0,Large Business,Male,2.0,3.0,Deluxe,3.0,Married,5.0,0.0,3.0,1.0,0.0,Manager,20079.0,1
30.0,Company Invited,1.0,6.0,Salaried,Male,2.0,4.0,Standard,3.0,Unmarried,2.0,0.0,5.0,1.0,1.0,Senior Manager,23474.0,0
51.0,Self Enquiry,1.0,17.0,Large Business,Male,4.0,5.0,Standard,3.0,Single,8.0,0.0,5.0,1.0,2.0,Senior Manager,29174.0,0
35.0,Self Enquiry,1.0,7.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Married,2.0,0.0,4.0,1.0,1.0,Manager,24162.0,0
40.0,Company Invited,3.0,28.0,Salaried,Female,3.0,6.0,Deluxe,3.0,Married,8.0,0.0,5.0,0.0,1.0,Manager,24414.0,0
33.0,Company Invited,3.0,14.0,Salaried,Female,2.0,4.0,Basic,3.0,Single,1.0,0.0,1.0,0.0,1.0,Executive,17342.0,1
36.0,Self Enquiry,1.0,30.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Divorced,5.0,1.0,4.0,1.0,2.0,Manager,24594.0,0
58.0,Self Enquiry,1.0,8.0,Large Business,Male,2.0,3.0,Basic,3.0,Single,5.0,0.0,1.0,0.0,0.0,Executive,17479.0,0
35.0,Self Enquiry,1.0,6.0,Small Business,Male,1.0,4.0,Basic,3.0,Single,2.0,0.0,4.0,1.0,0.0,Executive,17859.0,0
36.0,Self Enquiry,1.0,7.0,Salaried,Female,3.0,2.0,Basic,3.0,Single,5.0,0.0,3.0,1.0,2.0,Executive,21184.0,0
31.0,Company Invited,1.0,15.0,Small Business,Male,2.0,4.0,Basic,5.0,Single,1.0,1.0,3.0,1.0,0.0,Executive,17321.0,0
31.0,Self Enquiry,1.0,29.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Married,1.0,0.0,3.0,0.0,1.0,Manager,20582.0,0
28.0,Company Invited,1.0,15.0,Salaried,Male,3.0,6.0,Basic,3.0,Divorced,3.0,0.0,2.0,1.0,2.0,Executive,23299.0,0
38.0,Self Enquiry,1.0,32.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,2.0,0.0,3.0,0.0,2.0,Manager,24409.0,0
55.0,Self Enquiry,1.0,24.0,Large Business,Female,3.0,4.0,Standard,3.0,Divorced,2.0,0.0,5.0,1.0,1.0,Senior Manager,29417.0,0
45.0,Company Invited,1.0,24.0,Salaried,Male,4.0,6.0,Basic,3.0,Single,4.0,0.0,4.0,1.0,1.0,Executive,20968.0,1
29.0,Self Enquiry,1.0,26.0,Small Business,Male,4.0,5.0,Basic,5.0,Married,3.0,0.0,3.0,1.0,2.0,Executive,21874.0,0
51.0,Company Invited,1.0,6.0,Small Business,Female,1.0,4.0,Standard,5.0,Unmarried,4.0,0.0,1.0,1.0,0.0,Senior Manager,22484.0,0
29.0,Self Enquiry,1.0,14.0,Salaried,Male,4.0,4.0,Basic,5.0,Unmarried,5.0,1.0,3.0,0.0,3.0,Executive,25352.0,0
40.0,Self Enquiry,2.0,24.0,Salaried,Male,2.0,1.0,Basic,5.0,Married,1.0,0.0,1.0,1.0,1.0,Executive,17387.0,0
39.0,Self Enquiry,2.0,9.0,Salaried,Female,2.0,2.0,Deluxe,4.0,Divorced,1.0,0.0,2.0,1.0,0.0,Manager,21389.0,0
40.0,Self Enquiry,1.0,13.0,Small Business,Male,4.0,4.0,Basic,5.0,Divorced,2.0,1.0,2.0,1.0,2.0,Executive,21082.0,1
28.0,Company Invited,3.0,27.0,Salaried,Fe Male,3.0,4.0,Deluxe,3.0,Single,3.0,0.0,2.0,1.0,2.0,Manager,28659.0,0
27.0,Self Enquiry,1.0,14.0,Salaried,Male,4.0,2.0,Basic,5.0,Unmarried,2.0,0.0,1.0,1.0,1.0,Executive,22256.0,0
22.0,Self Enquiry,3.0,14.0,Small Business,Male,3.0,4.0,Basic,4.0,Unmarried,3.0,0.0,5.0,1.0,2.0,Executive,21357.0,0
27.0,Self Enquiry,3.0,16.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Divorced,2.0,1.0,3.0,1.0,2.0,Manager,20769.0,0
44.0,Self Enquiry,1.0,16.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Divorced,3.0,1.0,3.0,1.0,1.0,Manager,21465.0,0
38.0,Self Enquiry,3.0,8.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,3.0,1.0,3.0,0.0,0.0,Manager,20405.0,1
42.0,Self Enquiry,3.0,13.0,Salaried,Female,4.0,4.0,Standard,3.0,Single,5.0,1.0,1.0,0.0,1.0,Senior Manager,32269.0,0
29.0,Self Enquiry,1.0,14.0,Small Business,Male,3.0,4.0,Deluxe,3.0,Divorced,2.0,1.0,3.0,0.0,0.0,Manager,20056.0,0
34.0,Self Enquiry,1.0,11.0,Small Business,Female,3.0,5.0,Basic,4.0,Divorced,2.0,0.0,1.0,0.0,1.0,Executive,22516.0,0
34.0,Self Enquiry,3.0,15.0,Salaried,Male,3.0,4.0,Deluxe,5.0,Married,4.0,0.0,5.0,1.0,1.0,Manager,25070.0,0
34.0,Self Enquiry,1.0,21.0,Small Business,Male,3.0,4.0,Basic,3.0,Married,7.0,1.0,1.0,1.0,2.0,Executive,21114.0,1
56.0,Company Invited,1.0,6.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,2.0,0.0,3.0,0.0,0.0,Manager,21306.0,0
26.0,Self Enquiry,3.0,6.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Divorced,2.0,0.0,5.0,1.0,0.0,Manager,20296.0,1
51.0,Self Enquiry,1.0,14.0,Salaried,Male,2.0,4.0,Standard,4.0,Divorced,6.0,0.0,3.0,1.0,1.0,Senior Manager,27490.0,0
39.0,Self Enquiry,3.0,10.0,Salaried,Female,2.0,4.0,Deluxe,3.0,Divorced,5.0,0.0,5.0,1.0,0.0,Manager,20902.0,0
44.0,Self Enquiry,1.0,15.0,Salaried,Female,4.0,4.0,Deluxe,3.0,Married,6.0,1.0,2.0,0.0,1.0,Manager,23200.0,0
30.0,Company Invited,1.0,17.0,Salaried,Fe Male,3.0,5.0,Basic,3.0,Unmarried,3.0,0.0,4.0,1.0,1.0,Executive,25301.0,0
54.0,Company Invited,1.0,7.0,Salaried,Female,2.0,3.0,Standard,3.0,Married,1.0,0.0,5.0,0.0,1.0,Senior Manager,25502.0,0
41.0,Self Enquiry,1.0,15.0,Salaried,Male,3.0,3.0,Basic,5.0,Divorced,3.0,0.0,2.0,0.0,2.0,Executive,17238.0,0
36.0,Self Enquiry,1.0,14.0,Salaried,Male,3.0,4.0,Standard,3.0,Single,5.0,0.0,3.0,0.0,1.0,Senior Manager,28899.0,0
37.0,Self Enquiry,1.0,14.0,Salaried,Male,4.0,4.0,Basic,3.0,Unmarried,4.0,0.0,3.0,0.0,3.0,Executive,23356.0,0
39.0,Company Invited,1.0,9.0,Small Business,Female,4.0,5.0,Basic,4.0,Married,6.0,0.0,3.0,0.0,1.0,Executive,21146.0,0
47.0,Company Invited,1.0,7.0,Small Business,Male,3.0,5.0,Standard,5.0,Divorced,4.0,1.0,2.0,1.0,2.0,Senior Manager,29351.0,1
27.0,Company Invited,1.0,10.0,Large Business,Male,4.0,4.0,Basic,5.0,Unmarried,2.0,0.0,3.0,0.0,2.0,Executive,21780.0,0
37.0,Self Enquiry,3.0,10.0,Small Business,Female,4.0,5.0,Standard,3.0,Married,2.0,0.0,3.0,1.0,1.0,Senior Manager,26322.0,0
41.0,Company Invited,3.0,12.0,Salaried,Male,3.0,5.0,Standard,5.0,Divorced,7.0,1.0,5.0,0.0,2.0,Senior Manager,29153.0,0
